name,id,desc,type,access,val
"Al04_PWRP_1.Active",517,"Circ.1 - Inverter DC bus undervoltage (Err04) - Alarm status",BOOL,R,0
"Al04_PWRP_1.Trigger",518,"Circ.1 - Inverter DC bus undervoltage (Err04) - Alarm status Trigger",BOOL,RW,0
"Al04_PWRP_2.Active",519,"Circ.2 - Inverter DC bus undervoltage (Err04) - Alarm status",BOOL,R,0
"Al04_PWRP_2.Trigger",520,"Circ.2 - Inverter DC bus undervoltage (Err04) - Alarm status Trigger",BOOL,RW,0
"Al04_PWRP_3.Active",521,"Circ.3 - Inverter DC bus undervoltage (Err04) - Alarm status",BOOL,R,0
"Al04_PWRP_3.Trigger",522,"Circ.3 - Inverter DC bus undervoltage (Err04) - Alarm status Trigger",BOOL,RW,0
"Al05_PWRP_1.Active",523,"Circ.1 - Inverter drive overtemperature (Err05) - Alarm status",BOOL,R,0
"Al05_PWRP_1.Trigger",524,"Circ.1 - Inverter drive overtemperature (Err05) - Alarm status Trigger",BOOL,RW,0
"Al05_PWRP_2.Active",525,"Circ.2 - Inverter drive overtemperature (Err05) - Alarm status",BOOL,R,0
"Al05_PWRP_2.Trigger",526,"Circ.2 - Inverter drive overtemperature (Err05) - Alarm status Trigger",BOOL,RW,0
"Al05_PWRP_3.Active",527,"Circ.3 - Inverter drive overtemperature (Err05) - Alarm status",BOOL,R,0
"Al05_PWRP_3.Trigger",528,"Circ.3 - Inverter drive overtemperature (Err05) - Alarm status Trigger",BOOL,RW,0
"Al06_PWRP_1.Active",529,"Circ.1 - Inverter drive undertemperature (Err06) - Alarm status",BOOL,R,0
"Al06_PWRP_1.Trigger",530,"Circ.1 - Inverter drive undertemperature (Err06) - Alarm status Trigger",BOOL,RW,0
"Al06_PWRP_2.Active",531,"Circ.2 - Inverter drive undertemperature (Err06) - Alarm status",BOOL,R,0
"Al06_PWRP_2.Trigger",532,"Circ.2 - Inverter drive undertemperature (Err06) - Alarm status Trigger",BOOL,RW,0
"Al06_PWRP_3.Active",533,"Circ.3 - Inverter drive undertemperature (Err06) - Alarm status",BOOL,R,0
"Al06_PWRP_3.Trigger",534,"Circ.3 - Inverter drive undertemperature (Err06) - Alarm status Trigger",BOOL,RW,0
"Al07_PWRP_1.Active",535,"Circ.1 - Inverter overcurrent HW (Err07) - Alarm status",BOOL,R,0
"Al07_PWRP_1.Trigger",536,"Circ.1 - Inverter overcurrent HW (Err07) - Alarm status Trigger",BOOL,RW,0
"Al07_PWRP_2.Active",537,"Circ.2 - Inverter overcurrent HW (Err07) - Alarm status",BOOL,R,0
"Al07_PWRP_2.Trigger",538,"Circ.2 - Inverter overcurrent HW (Err07) - Alarm status Trigger",BOOL,RW,0
"Al07_PWRP_3.Active",539,"Circ.3 - Inverter overcurrent HW (Err07) - Alarm status",BOOL,R,0
"Al07_PWRP_3.Trigger",540,"Circ.3 - Inverter overcurrent HW (Err07) - Alarm status Trigger",BOOL,RW,0
"Al08_PWRP_1.Active",541,"Circ.1 - Inverter motor overtemperature (Err08) - Alarm status",BOOL,R,0
"Al08_PWRP_1.Trigger",542,"Circ.1 - Inverter motor overtemperature (Err08) - Alarm status Trigger",BOOL,RW,0
"Al08_PWRP_2.Active",543,"Circ.2 - Inverter motor overtemperature (Err08) - Alarm status",BOOL,R,0
"Al08_PWRP_2.Trigger",544,"Circ.2 - Inverter motor overtemperature (Err08) - Alarm status Trigger",BOOL,RW,0
"Al08_PWRP_3.Active",545,"Circ.3 - Inverter motor overtemperature (Err08) - Alarm status",BOOL,R,0
"Al08_PWRP_3.Trigger",546,"Circ.3 - Inverter motor overtemperature (Err08) - Alarm status Trigger",BOOL,RW,0
"Al09_PWRP_1.Active",547,"Circ.1 - Inverter IGBT module error (Err09) - Alarm status",BOOL,R,0
"Al09_PWRP_1.Trigger",548,"Circ.1 - Inverter IGBT module error (Err09) - Alarm status Trigger",BOOL,RW,0
"Al09_PWRP_2.Active",549,"Circ.2 - Inverter IGBT module error (Err09) - Alarm status",BOOL,R,0
"Al09_PWRP_2.Trigger",550,"Circ.2 - Inverter IGBT module error (Err09) - Alarm status Trigger",BOOL,RW,0
"Al09_PWRP_3.Active",551,"Circ.3 - Inverter IGBT module error (Err09) - Alarm status",BOOL,R,0
"Al09_PWRP_3.Trigger",552,"Circ.3 - Inverter IGBT module error (Err09) - Alarm status Trigger",BOOL,RW,0
"Al10_PWRP_1.Active",553,"Circ.1 - Inverter CPU error (Err10) - Alarm status",BOOL,R,0
"Al10_PWRP_1.Trigger",554,"Circ.1 - Inverter CPU error (Err10) - Alarm status Trigger",BOOL,RW,0
"Al10_PWRP_2.Active",555,"Circ.2 - Inverter CPU error (Err10) - Alarm status",BOOL,R,0
"Al10_PWRP_2.Trigger",556,"Circ.2 - Inverter CPU error (Err10) - Alarm status Trigger",BOOL,RW,0
"Al10_PWRP_3.Active",557,"Circ.3 - Inverter CPU error (Err10) - Alarm status",BOOL,R,0
"Al10_PWRP_3.Trigger",558,"Circ.3 - Inverter CPU error (Err10) - Alarm status Trigger",BOOL,RW,0
"Al11_PWRP_1.Active",559,"Circ.1 - Inverter parameter default (Err11) - Alarm status",BOOL,R,0
"Al11_PWRP_1.Trigger",560,"Circ.1 - Inverter parameter default (Err11) - Alarm status Trigger",BOOL,RW,0
"Al11_PWRP_2.Active",561,"Circ.2 - Inverter parameter default (Err11) - Alarm status",BOOL,R,0
"Al11_PWRP_2.Trigger",562,"Circ.2 - Inverter parameter default (Err11) - Alarm status Trigger",BOOL,RW,0
"Al11_PWRP_3.Active",563,"Circ.3 - Inverter parameter default (Err11) - Alarm status",BOOL,R,0
"Al11_PWRP_3.Trigger",564,"Circ.3 - Inverter parameter default (Err11) - Alarm status Trigger",BOOL,RW,0
"Al12_PWRP_1.Active",565,"Circ.1 - Inverter DC bus ripple (Err12) - Alarm status",BOOL,R,0
"Al12_PWRP_1.Trigger",566,"Circ.1 - Inverter DC bus ripple (Err12) - Alarm status Trigger",BOOL,RW,0
"Al12_PWRP_2.Active",567,"Circ.2 - Inverter DC bus ripple (Err12) - Alarm status",BOOL,R,0
"Al12_PWRP_2.Trigger",568,"Circ.2 - Inverter DC bus ripple (Err12) - Alarm status Trigger",BOOL,RW,0
"Al12_PWRP_3.Active",569,"Circ.3 - Inverter DC bus ripple (Err12) - Alarm status",BOOL,R,0
"Al12_PWRP_3.Trigger",570,"Circ.3 - Inverter DC bus ripple (Err12) - Alarm status Trigger",BOOL,RW,0
"Al13_PWRP_1.Active",571,"Circ.1 - Inverter data communication fault (Err13) - Alarm status",BOOL,R,0
"Al13_PWRP_1.Trigger",572,"Circ.1 - Inverter data communication fault (Err13) - Alarm status Trigger",BOOL,RW,0
"Al13_PWRP_2.Active",573,"Circ.2 - Inverter data communication fault (Err13) - Alarm status",BOOL,R,0
"Al13_PWRP_2.Trigger",574,"Circ.2 - Inverter data communication fault (Err13) - Alarm status Trigger",BOOL,RW,0
"Al13_PWRP_3.Active",575,"Circ.3 - Inverter data communication fault (Err13) - Alarm status",BOOL,R,0
"Al13_PWRP_3.Trigger",576,"Circ.3 - Inverter data communication fault (Err13) - Alarm status Trigger",BOOL,RW,0
"Al14_PWRP_1.Active",577,"Circ.1 - Inverter drive thermistor fault (Err14) - Alarm status",BOOL,R,0
"Al14_PWRP_1.Trigger",578,"Circ.1 - Inverter drive thermistor fault (Err14) - Alarm status Trigger",BOOL,RW,0
"Al14_PWRP_2.Active",579,"Circ.2 - Inverter drive thermistor fault (Err14) - Alarm status",BOOL,R,0
"Al14_PWRP_2.Trigger",580,"Circ.2 - Inverter drive thermistor fault (Err14) - Alarm status Trigger",BOOL,RW,0
"Al14_PWRP_3.Active",581,"Circ.3 - Inverter drive thermistor fault (Err14) - Alarm status",BOOL,R,0
"Al14_PWRP_3.Trigger",582,"Circ.3 - Inverter drive thermistor fault (Err14) - Alarm status Trigger",BOOL,RW,0
"Al15_PWRP_1.Active",583,"Circ.1 - Inverter autotuning fault (Err15) - Alarm status",BOOL,R,0
"Al15_PWRP_1.Trigger",584,"Circ.1 - Inverter autotuning fault (Err15) - Alarm status Trigger",BOOL,RW,0
"Al15_PWRP_2.Active",585,"Circ.2 - Inverter autotuning fault (Err15) - Alarm status",BOOL,R,0
"Al15_PWRP_2.Trigger",586,"Circ.2 - Inverter autotuning fault (Err15) - Alarm status Trigger",BOOL,RW,0
"Al15_PWRP_3.Active",587,"Circ.3 - Inverter autotuning fault (Err15) - Alarm status",BOOL,R,0
"Al15_PWRP_3.Trigger",588,"Circ.3 - Inverter autotuning fault (Err15) - Alarm status Trigger",BOOL,RW,0
"Al16_PWRP_1.Active",589,"Circ.1 - Inverter drive disabled (Err16) - Alarm status",BOOL,R,0
"Al16_PWRP_1.Trigger",590,"Circ.1 - Inverter drive disabled (Err16) - Alarm status Trigger",BOOL,RW,0
"Al16_PWRP_2.Active",591,"Circ.2 - Inverter drive disabled (Err16) - Alarm status",BOOL,R,0
"Al16_PWRP_2.Trigger",592,"Circ.2 - Inverter drive disabled (Err16) - Alarm status Trigger",BOOL,RW,0
"Al16_PWRP_3.Active",593,"Circ.3 - Inverter drive disabled (Err16) - Alarm status",BOOL,R,0
"Al16_PWRP_3.Trigger",594,"Circ.3 - Inverter drive disabled (Err16) - Alarm status Trigger",BOOL,RW,0
"Al17_PWRP_1.Active",595,"Circ.1 - Inverter motor phase fault (Err17) - Alarm status",BOOL,R,0
"Al17_PWRP_1.Trigger",596,"Circ.1 - Inverter motor phase fault (Err17) - Alarm status Trigger",BOOL,RW,0
"Al17_PWRP_2.Active",597,"Circ.2 - Inverter motor phase fault (Err17) - Alarm status",BOOL,R,0
"Al17_PWRP_2.Trigger",598,"Circ.2 - Inverter motor phase fault (Err17) - Alarm status Trigger",BOOL,RW,0
"Al17_PWRP_3.Active",599,"Circ.3 - Inverter motor phase fault (Err17) - Alarm status",BOOL,R,0
"Al17_PWRP_3.Trigger",600,"Circ.3 - Inverter motor phase fault (Err17) - Alarm status Trigger",BOOL,RW,0
"Al18_PWRP_1.Active",601,"Circ.1 - Inverter internal fan fault (Err18) - Alarm status",BOOL,R,0
"Al18_PWRP_1.Trigger",602,"Circ.1 - Inverter internal fan fault (Err18) - Alarm status Trigger",BOOL,RW,0
"Al18_PWRP_2.Active",603,"Circ.2 - Inverter internal fan fault (Err18) - Alarm status",BOOL,R,0
"Al18_PWRP_2.Trigger",604,"Circ.2 - Inverter internal fan fault (Err18) - Alarm status Trigger",BOOL,RW,0
"Al18_PWRP_3.Active",605,"Circ.3 - Inverter internal fan fault (Err18) - Alarm status",BOOL,R,0
"Al18_PWRP_3.Trigger",606,"Circ.3 - Inverter internal fan fault (Err18) - Alarm status Trigger",BOOL,RW,0
"Al19_PWRP_1.Active",607,"Circ.1 - Inverter speed fault (Err19) - Alarm status",BOOL,R,0
"Al19_PWRP_1.Trigger",608,"Circ.1 - Inverter speed fault (Err19) - Alarm status Trigger",BOOL,RW,0
"Al19_PWRP_2.Active",609,"Circ.2 - Inverter speed fault (Err19) - Alarm status",BOOL,R,0
"Al19_PWRP_2.Trigger",610,"Circ.2 - Inverter speed fault (Err19) - Alarm status Trigger",BOOL,RW,0
"Al19_PWRP_3.Active",611,"Circ.3 - Inverter speed fault (Err19) - Alarm status",BOOL,R,0
"Al19_PWRP_3.Trigger",612,"Circ.3 - Inverter speed fault (Err19) - Alarm status Trigger",BOOL,RW,0
"Al20_PWRP_1.Active",613,"Circ.1 - Inverter PFC module error (Err20) - Alarm status",BOOL,R,0
"Al20_PWRP_1.Trigger",614,"Circ.1 - Inverter PFC module error (Err20) - Alarm status Trigger",BOOL,RW,0
"Al20_PWRP_2.Active",615,"Circ.2 - Inverter PFC module error (Err20) - Alarm status",BOOL,R,0
"Al20_PWRP_2.Trigger",616,"Circ.2 - Inverter PFC module error (Err20) - Alarm status Trigger",BOOL,RW,0
"Al20_PWRP_3.Active",617,"Circ.3 - Inverter PFC module error (Err20) - Alarm status",BOOL,R,0
"Al20_PWRP_3.Trigger",618,"Circ.3 - Inverter PFC module error (Err20) - Alarm status Trigger",BOOL,RW,0
"Al21_PWRP_1.Active",619,"Circ.1 - Inverter PFC overvoltage (Err21) - Alarm status",BOOL,R,0
"Al21_PWRP_1.Trigger",620,"Circ.1 - Inverter PFC overvoltage (Err21) - Alarm status Trigger",BOOL,RW,0
"Al21_PWRP_2.Active",621,"Circ.2 - Inverter PFC overvoltage (Err21) - Alarm status",BOOL,R,0
"Al21_PWRP_2.Trigger",622,"Circ.2 - Inverter PFC overvoltage (Err21) - Alarm status Trigger",BOOL,RW,0
"Al21_PWRP_3.Active",623,"Circ.3 - Inverter PFC overvoltage (Err21) - Alarm status",BOOL,R,0
"Al21_PWRP_3.Trigger",624,"Circ.3 - Inverter PFC overvoltage (Err21) - Alarm status Trigger",BOOL,RW,0
"Al22_PWRP_1.Active",625,"Circ.1 - Inverter PFC undervoltage (Err22) - Alarm status",BOOL,R,0
"Al22_PWRP_1.Trigger",626,"Circ.1 - Inverter PFC undervoltage (Err22) - Alarm status Trigger",BOOL,RW,0
"Al22_PWRP_2.Active",627,"Circ.2 - Inverter PFC undervoltage (Err22) - Alarm status",BOOL,R,0
"Al22_PWRP_2.Trigger",628,"Circ.2 - Inverter PFC undervoltage (Err22) - Alarm status Trigger",BOOL,RW,0
"Al22_PWRP_3.Active",629,"Circ.3 - Inverter PFC undervoltage (Err22) - Alarm status",BOOL,R,0
"Al22_PWRP_3.Trigger",630,"Circ.3 - Inverter PFC undervoltage (Err22) - Alarm status Trigger",BOOL,RW,0
"Al23_PWRP_1.Active",631,"Circ.1 - Inverter STO detection error (Err23) - Alarm status",BOOL,R,0
"Al23_PWRP_1.Trigger",632,"Circ.1 - Inverter STO detection error (Err23) - Alarm status Trigger",BOOL,RW,0
"Al23_PWRP_2.Active",633,"Circ.2 - Inverter STO detection error (Err23) - Alarm status",BOOL,R,0
"Al23_PWRP_2.Trigger",634,"Circ.2 - Inverter STO detection error (Err23) - Alarm status Trigger",BOOL,RW,0
"Al23_PWRP_3.Active",635,"Circ.3 - Inverter STO detection error (Err23) - Alarm status",BOOL,R,0
"Al23_PWRP_3.Trigger",636,"Circ.3 - Inverter STO detection error (Err23) - Alarm status Trigger",BOOL,RW,0
"Al24_PWRP_1.Active",637,"Circ.1 - Inverter STO detection error (Err24) - Alarm status",BOOL,R,0
"Al24_PWRP_1.Trigger",638,"Circ.1 - Inverter STO detection error (Err24) - Alarm status Trigger",BOOL,RW,0
"Al24_PWRP_2.Active",639,"Circ.2 - Inverter STO detection error (Err24) - Alarm status",BOOL,R,0
"Al24_PWRP_2.Trigger",640,"Circ.2 - Inverter STO detection error (Err24) - Alarm status Trigger",BOOL,RW,0
"Al24_PWRP_3.Active",641,"Circ.3 - Inverter STO detection error (Err24) - Alarm status",BOOL,R,0
"Al24_PWRP_3.Trigger",642,"Circ.3 - Inverter STO detection error (Err24) - Alarm status Trigger",BOOL,RW,0
"Al25_PWRP_1.Active",643,"Circ.1 - Inverter Ground fault (Err25) - Alarm status",BOOL,R,0
"Al25_PWRP_1.Trigger",644,"Circ.1 - Inverter Ground fault (Err25) - Alarm status Trigger",BOOL,RW,0
"Al25_PWRP_2.Active",645,"Circ.2 - Inverter Ground fault (Err25) - Alarm status",BOOL,R,0
"Al25_PWRP_2.Trigger",646,"Circ.2 - Inverter Ground fault (Err25) - Alarm status Trigger",BOOL,RW,0
"Al25_PWRP_3.Active",647,"Circ.3 - Inverter Ground fault (Err25) - Alarm status",BOOL,R,0
"Al25_PWRP_3.Trigger",648,"Circ.3 - Inverter Ground fault (Err25) - Alarm status Trigger",BOOL,RW,0
"Al26_PWRP_1.Active",649,"Circ.1 - Inverter ADC conversion sync fault (Err26) - Alarm status",BOOL,R,0
"Al26_PWRP_1.Trigger",650,"Circ.1 - Inverter ADC conversion sync fault (Err26) - Alarm status Trigger",BOOL,RW,0
"Al26_PWRP_2.Active",651,"Circ.2 - Inverter ADC conversion sync fault (Err26) - Alarm status",BOOL,R,0
"Al26_PWRP_2.Trigger",652,"Circ.2 - Inverter ADC conversion sync fault (Err26) - Alarm status Trigger",BOOL,RW,0
"Al26_PWRP_3.Active",653,"Circ.3 - Inverter ADC conversion sync fault (Err26) - Alarm status",BOOL,R,0
"Al26_PWRP_3.Trigger",654,"Circ.3 - Inverter ADC conversion sync fault (Err26) - Alarm status Trigger",BOOL,RW,0
"Al27_PWRP_1.Active",655,"Circ.1 - Inverter Hw sync fault (Err27) - Alarm status",BOOL,R,0
"Al27_PWRP_1.Trigger",656,"Circ.1 - Inverter Hw sync fault (Err27) - Alarm status Trigger",BOOL,RW,0
"Al27_PWRP_2.Active",657,"Circ.2 - Inverter Hw sync fault (Err27) - Alarm status",BOOL,R,0
"Al27_PWRP_2.Trigger",658,"Circ.2 - Inverter Hw sync fault (Err27) - Alarm status Trigger",BOOL,RW,0
"Al27_PWRP_3.Active",659,"Circ.3 - Inverter Hw sync fault (Err27) - Alarm status",BOOL,R,0
"Al27_PWRP_3.Trigger",660,"Circ.3 - Inverter Hw sync fault (Err27) - Alarm status Trigger",BOOL,RW,0
"Al28_PWRP_1.Active",661,"Circ.1 - Inverter drive overload (Err28) - Alarm status",BOOL,R,0
"Al28_PWRP_1.Trigger",662,"Circ.1 - Inverter drive overload (Err28) - Alarm status Trigger",BOOL,RW,0
"Al28_PWRP_2.Active",663,"Circ.2 - Inverter drive overload (Err28) - Alarm status",BOOL,R,0
"Al28_PWRP_2.Trigger",664,"Circ.2 - Inverter drive overload (Err28) - Alarm status Trigger",BOOL,RW,0
"Al28_PWRP_3.Active",665,"Circ.3 - Inverter drive overload (Err28) - Alarm status",BOOL,R,0
"Al28_PWRP_3.Trigger",666,"Circ.3 - Inverter drive overload (Err28) - Alarm status Trigger",BOOL,RW,0
"Al29_PWRP_1.Active",667,"Circ.1 - Inverter uC safety Drive Stopped (Err29) - Alarm status",BOOL,R,0
"Al29_PWRP_1.Trigger",668,"Circ.1 - Inverter uC safety Drive Stopped (Err29) - Alarm status Trigger",BOOL,RW,0
"Al29_PWRP_2.Active",669,"Circ.2 - Inverter uC safety Drive Stopped (Err29) - Alarm status",BOOL,R,0
"Al29_PWRP_2.Trigger",670,"Circ.2 - Inverter uC safety Drive Stopped (Err29) - Alarm status Trigger",BOOL,RW,0
"Al29_PWRP_3.Active",671,"Circ.3 - Inverter uC safety Drive Stopped (Err29) - Alarm status",BOOL,R,0
"Al29_PWRP_3.Trigger",672,"Circ.3 - Inverter uC safety Drive Stopped (Err29) - Alarm status Trigger",BOOL,RW,0
"Al99_PWRP_1.Active",673,"Circ.1 - Inverter unexpected stop (Err99) - Alarm status",BOOL,R,0
"Al99_PWRP_1.Trigger",674,"Circ.1 - Inverter unexpected stop (Err99) - Alarm status Trigger",BOOL,RW,0
"Al99_PWRP_2.Active",675,"Circ.2 - Inverter unexpected stop (Err99) - Alarm status",BOOL,R,0
"Al99_PWRP_2.Trigger",676,"Circ.2 - Inverter unexpected stop (Err99) - Alarm status Trigger",BOOL,RW,0
"Al99_PWRP_3.Active",677,"Circ.3 - Inverter unexpected stop (Err99) - Alarm status",BOOL,R,0
"Al99_PWRP_3.Trigger",678,"Circ.3 - Inverter unexpected stop (Err99) - Alarm status Trigger",BOOL,RW,0
"AlEnv02_HighRatio_BLDC_1.Active",679,"Circ.1 - Envelope alarm high compressor ratio (zone2) - Alarm status",BOOL,R,0
"AlEnv02_HighRatio_BLDC_1.Trigger",680,"Circ.1 - Envelope alarm high compressor ratio (zone2) - Alarm status Trigger",BOOL,RW,0
"AlEnv02_HighRatio_BLDC_2.Active",681,"Circ.2 - Envelope alarm high compressor ratio (zone2) - Alarm status",BOOL,R,0
"AlEnv02_HighRatio_BLDC_2.Trigger",682,"Circ.2 - Envelope alarm high compressor ratio (zone2) - Alarm status Trigger",BOOL,RW,0
"AlEnv02_HighRatio_BLDC_3.Active",683,"Circ.3 - Envelope alarm high compressor ratio (zone2) - Alarm status",BOOL,R,0
"AlEnv02_HighRatio_BLDC_3.Trigger",684,"Circ.3 - Envelope alarm high compressor ratio (zone2) - Alarm status Trigger",BOOL,RW,0
"AlEnv03_HighDscg_BLDC_1.Active",685,"Circ.1 - Envelope alarm high discharge pressure (zone3) - Alarm status",BOOL,R,0
"AlEnv03_HighDscg_BLDC_1.Trigger",686,"Circ.1 - Envelope alarm high discharge pressure (zone3) - Alarm status Trigger",BOOL,RW,0
"AlEnv03_HighDscg_BLDC_2.Active",687,"Circ.2 - Envelope alarm high discharge pressure (zone3) - Alarm status",BOOL,R,0
"AlEnv03_HighDscg_BLDC_2.Trigger",688,"Circ.2 - Envelope alarm high discharge pressure (zone3) - Alarm status Trigger",BOOL,RW,0
"AlEnv03_HighDscg_BLDC_3.Active",689,"Circ.3 - Envelope alarm high discharge pressure (zone3) - Alarm status",BOOL,R,0
"AlEnv03_HighDscg_BLDC_3.Trigger",690,"Circ.3 - Envelope alarm high discharge pressure (zone3) - Alarm status Trigger",BOOL,RW,0
"AlEnv04_HighCurr_BLDC_1.Active",691,"Circ.1 - Envelope alarm high current (zone4) - Alarm status",BOOL,R,0
"AlEnv04_HighCurr_BLDC_1.Trigger",692,"Circ.1 - Envelope alarm high current (zone4) - Alarm status Trigger",BOOL,RW,0
"AlEnv04_HighCurr_BLDC_2.Active",693,"Circ.2 - Envelope alarm high current (zone4) - Alarm status",BOOL,R,0
"AlEnv04_HighCurr_BLDC_2.Trigger",694,"Circ.2 - Envelope alarm high current (zone4) - Alarm status Trigger",BOOL,RW,0
"AlEnv04_HighCurr_BLDC_3.Active",695,"Circ.3 - Envelope alarm high current (zone4) - Alarm status",BOOL,R,0
"AlEnv04_HighCurr_BLDC_3.Trigger",696,"Circ.3 - Envelope alarm high current (zone4) - Alarm status Trigger",BOOL,RW,0
"AlEnv05_HighSuct_BLDC_1.Active",697,"Circ.1 - Envelope alarm low suction pressure (zone5) - Alarm status",BOOL,R,0
"AlEnv05_HighSuct_BLDC_1.Trigger",698,"Circ.1 - Envelope alarm low suction pressure (zone5) - Alarm status Trigger",BOOL,RW,0
"AlEnv05_HighSuct_BLDC_2.Active",699,"Circ.2 - Envelope alarm low suction pressure (zone5) - Alarm status",BOOL,R,0
"AlEnv05_HighSuct_BLDC_2.Trigger",700,"Circ.2 - Envelope alarm low suction pressure (zone5) - Alarm status Trigger",BOOL,RW,0
"AlEnv05_HighSuct_BLDC_3.Active",701,"Circ.3 - Envelope alarm low suction pressure (zone5) - Alarm status",BOOL,R,0
"AlEnv05_HighSuct_BLDC_3.Trigger",702,"Circ.3 - Envelope alarm low suction pressure (zone5) - Alarm status Trigger",BOOL,RW,0
"AlEnv06_LowRatio_BLDC_1.Active",703,"Circ.1 - Envelope alarm low compressor ratio (zone6) - Alarm status",BOOL,R,0
"AlEnv06_LowRatio_BLDC_1.Trigger",704,"Circ.1 - Envelope alarm low compressor ratio (zone6) - Alarm status Trigger",BOOL,RW,0
"AlEnv06_LowRatio_BLDC_2.Active",705,"Circ.2 - Envelope alarm low compressor ratio (zone6) - Alarm status",BOOL,R,0
"AlEnv06_LowRatio_BLDC_2.Trigger",706,"Circ.2 - Envelope alarm low compressor ratio (zone6) - Alarm status Trigger",BOOL,RW,0
"AlEnv06_LowRatio_BLDC_3.Active",707,"Circ.3 - Envelope alarm low compressor ratio (zone6) - Alarm status",BOOL,R,0
"AlEnv06_LowRatio_BLDC_3.Trigger",708,"Circ.3 - Envelope alarm low compressor ratio (zone6) - Alarm status Trigger",BOOL,RW,0
"AlEnv08_LowDscg_BLDC_1.Active",709,"Circ.1 - Envelope alarm low discharge pressure (zone8) - Alarm status",BOOL,R,0
"AlEnv08_LowDscg_BLDC_1.Trigger",710,"Circ.1 - Envelope alarm low discharge pressure (zone8) - Alarm status Trigger",BOOL,RW,0
"AlEnv08_LowDscg_BLDC_2.Active",711,"Circ.2 - Envelope alarm low discharge pressure (zone8) - Alarm status",BOOL,R,0
"AlEnv08_LowDscg_BLDC_2.Trigger",712,"Circ.2 - Envelope alarm low discharge pressure (zone8) - Alarm status Trigger",BOOL,RW,0
"AlEnv08_LowDscg_BLDC_3.Active",713,"Circ.3 - Envelope alarm low discharge pressure (zone8) - Alarm status",BOOL,R,0
